reach,depth_min,depth_q1,depth_q5,depth_q25,depth_q50,depth_avg,depth_q75,depth_q95,depth_q99,depth_max,wwdith_min,wwdith_q1,wwdith_q5,wwdith_q25,wwdith_q50,wwdith_avg,wwdith_q75,wwdith_q95,wwdith_q99,wwdith_max,flow_min,flow_q1,flow_q5,flow_q25,flow_q50,flow_avg,flow_q75,flow_q95,flow_q99,flow_max,rtime_min,rtime_q1,rtime_q5,rtime_q25,rtime_q50,rtime_avg,rtime_q75,rtime_q95,rtime_q99,rtime_max,velocity_min,velocity_q1,velocity_q5,velocity_q25,velocity_q50,velocity_avg,velocity_q75,velocity_q95,velocity_q99,velocity_max
630.000,0.034,0.043,0.051,0.063,0.076,0.081,0.093,0.133,0.164,0.244,1.068,1.085,1.102,1.125,1.152,1.162,1.186,1.265,1.328,1.489,247.532,366.803,508.319,735.531,1050.590,1285.269,1532.565,3009.967,4550.615,10103.607,0.003,0.004,0.005,0.007,0.008,0.008,0.009,0.011,0.012,0.014,0.082,0.096,0.110,0.129,0.149,0.156,0.175,0.233,0.277,0.386
631.000,0.012,0.016,0.019,0.024,0.030,0.032,0.037,0.056,0.073,0.118,1.025,1.031,1.038,1.048,1.059,1.065,1.075,1.113,1.145,1.236,247.495,366.835,508.404,735.476,1050.667,1285.272,1532.395,3009.967,4551.057,10104.561,0.001,0.001,0.002,0.002,0.002,0.002,0.003,0.003,0.004,0.004,0.229,0.267,0.303,0.349,0.399,0.414,0.459,0.588,0.680,0.891
632.000,0.017,0.021,0.026,0.032,0.039,0.043,0.049,0.073,0.093,0.148,1.033,1.042,1.051,1.064,1.079,1.085,1.098,1.146,1.186,1.296,247.499,366.891,508.392,735.522,1050.605,1285.270,1532.393,3009.967,4550.636,10105.051,0.002,0.002,0.003,0.003,0.004,0.004,0.004,0.005,0.006,0.007,0.171,0.199,0.226,0.261,0.299,0.311,0.346,0.446,0.519,0.691
633.000,0.048,0.058,0.068,0.081,0.096,0.102,0.115,0.159,0.193,0.279,1.096,1.116,1.136,1.163,1.193,1.204,1.231,1.318,1.386,1.559,247.519,366.797,508.388,735.481,1050.635,1285.273,1532.474,3009.967,4550.360,10105.653,0.003,0.004,0.005,0.007,0.008,0.008,0.009,0.011,0.013,0.016,0.057,0.070,0.081,0.097,0.116,0.122,0.138,0.190,0.230,0.329
634.000,0.015,0.019,0.023,0.029,0.036,0.039,0.045,0.069,0.089,0.146,1.030,1.038,1.046,1.058,1.072,1.078,1.091,1.138,1.178,1.292,220.610,326.867,453.138,655.521,936.352,1145.439,1365.889,2682.771,4055.213,9007.366,0.000,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.171,0.198,0.224,0.257,0.293,0.303,0.335,0.424,0.487,0.627
635.000,0.009,0.012,0.014,0.018,0.023,0.026,0.030,0.047,0.063,0.105,0.518,0.523,0.529,0.537,0.546,0.551,0.560,0.595,0.625,0.709,14.702,21.832,30.252,43.777,62.512,76.470,91.230,179.142,270.813,601.764,0.011,0.013,0.014,0.017,0.019,0.020,0.022,0.024,0.027,0.031,0.037,0.043,0.048,0.054,0.060,0.061,0.067,0.080,0.090,0.110
636.000,0.022,0.027,0.032,0.039,0.047,0.049,0.056,0.079,0.096,0.142,0.544,0.554,0.564,0.578,0.593,0.599,0.612,0.657,0.693,0.784,22.542,33.404,46.314,66.998,95.690,117.045,139.613,274.180,414.381,920.779,0.010,0.014,0.017,0.022,0.027,0.027,0.031,0.037,0.043,0.051,0.023,0.027,0.032,0.037,0.044,0.046,0.052,0.070,0.084,0.118
637.000,0.010,0.013,0.016,0.019,0.024,0.026,0.030,0.044,0.056,0.088,0.520,0.526,0.531,0.539,0.548,0.552,0.560,0.588,0.612,0.675,22.534,33.403,46.310,66.997,95.684,117.045,139.601,274.180,414.416,920.689,0.005,0.007,0.008,0.011,0.012,0.012,0.014,0.016,0.019,0.022,0.050,0.059,0.067,0.077,0.089,0.092,0.103,0.133,0.155,0.208
638.000,0.004,0.005,0.006,0.008,0.010,0.011,0.012,0.019,0.024,0.039,0.508,0.511,0.513,0.516,0.520,0.521,0.525,0.537,0.548,0.577,22.532,33.411,46.306,66.999,95.687,117.046,139.601,274.180,414.429,920.649,0.002,0.003,0.004,0.005,0.005,0.005,0.006,0.007,0.008,0.009,0.125,0.146,0.166,0.192,0.221,0.230,0.255,0.330,0.385,0.515
639.000,0.064,0.076,0.088,0.105,0.123,0.129,0.146,0.198,0.238,0.340,1.127,1.152,1.177,1.209,1.246,1.259,1.292,1.396,1.476,1.679,358.129,530.023,734.613,1062.673,1517.624,1856.876,2214.262,4348.655,6573.346,14597.566,0.003,0.004,0.005,0.008,0.009,0.009,0.011,0.013,0.015,0.019,0.061,0.075,0.089,0.107,0.128,0.135,0.154,0.213,0.259,0.373
64.000,0.051,0.064,0.077,0.094,0.113,0.120,0.138,0.193,0.235,0.338,0.603,0.628,0.654,0.688,0.727,0.740,0.776,0.886,0.970,1.176,128.288,189.242,261.989,378.910,541.010,661.666,789.200,1549.942,2343.706,5200.237,0.005,0.007,0.009,0.011,0.013,0.013,0.015,0.017,0.019,0.022,0.053,0.061,0.069,0.079,0.090,0.094,0.104,0.135,0.158,0.213
640.000,0.017,0.021,0.026,0.032,0.040,0.043,0.050,0.074,0.095,0.154,1.033,1.042,1.051,1.064,1.079,1.086,1.099,1.149,1.191,1.308,358.134,529.982,734.644,1062.678,1517.596,1856.877,2214.345,4348.655,6573.551,14597.783,0.001,0.002,0.002,0.002,0.003,0.003,0.003,0.004,0.004,0.005,0.247,0.288,0.326,0.375,0.429,0.445,0.494,0.632,0.731,0.956
641.000,0.069,0.088,0.107,0.134,0.166,0.179,0.207,0.305,0.384,0.585,0.638,0.676,0.714,0.768,0.832,0.858,0.915,1.110,1.267,1.669,1205.756,1778.337,2462.420,3561.909,5085.475,6220.241,7419.052,14570.896,22032.328,48870.461,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.001,0.001,0.356,0.400,0.440,0.487,0.535,0.544,0.588,0.689,0.756,0.896
642.000,0.088,0.110,0.133,0.163,0.198,0.210,0.242,0.341,0.414,0.587,0.676,0.721,0.765,0.826,0.896,0.921,0.985,1.181,1.329,1.673,1239.406,1827.598,2530.896,3660.326,5226.940,6393.281,7624.735,14973.941,22638.541,50219.887,0.001,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.004,0.004,0.278,0.316,0.351,0.393,0.439,0.452,0.493,0.608,0.695,0.916
643.000,0.028,0.035,0.043,0.054,0.068,0.074,0.086,0.133,0.174,0.296,1.056,1.071,1.086,1.109,1.136,1.149,1.172,1.265,1.348,1.592,1580.952,2333.641,3232.690,4675.149,6676.199,8165.636,9739.123,19126.096,28918.072,64156.441,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.643,0.742,0.835,0.950,1.072,1.098,1.212,1.479,1.646,1.943
644.000,0.064,0.081,0.098,0.122,0.150,0.161,0.187,0.272,0.339,0.510,0.628,0.662,0.696,0.744,0.800,0.823,0.873,1.044,1.179,1.520,1239.341,1827.659,2530.703,3660.225,5226.846,6393.293,7624.605,14973.941,22641.684,50220.426,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.399,0.452,0.501,0.561,0.623,0.636,0.692,0.830,0.924,1.133
645.000,0.174,0.207,0.239,0.280,0.326,0.340,0.382,0.504,0.596,0.815,0.849,0.914,0.977,1.060,1.151,1.180,1.263,1.508,1.691,2.130,1239.187,1827.258,2530.407,3659.996,5225.959,6392.803,7623.759,14972.518,22641.642,50216.004,0.002,0.003,0.003,0.004,0.005,0.005,0.006,0.007,0.008,0.009,0.122,0.145,0.167,0.195,0.226,0.235,0.263,0.344,0.403,0.545
646.000,0.183,0.220,0.256,0.302,0.354,0.370,0.417,0.554,0.656,0.899,0.866,0.940,1.011,1.105,1.208,1.240,1.334,1.608,1.812,2.298,1239.105,1827.518,2530.182,3660.117,5225.645,6392.799,7623.481,14972.518,22637.492,50216.523,0.003,0.003,0.004,0.005,0.006,0.006,0.007,0.008,0.009,0.010,0.115,0.134,0.152,0.175,0.201,0.209,0.232,0.298,0.347,0.464
648.000,0.064,0.078,0.091,0.109,0.129,0.136,0.155,0.213,0.259,0.375,1.129,1.156,1.182,1.217,1.258,1.273,1.309,1.427,1.519,1.751,182.510,269.663,373.536,540.337,771.624,943.765,1125.731,2210.881,3342.098,7419.237,0.007,0.010,0.012,0.016,0.019,0.019,0.022,0.027,0.031,0.038,0.031,0.037,0.044,0.052,0.062,0.065,0.073,0.099,0.119,0.167
649.000,0.114,0.140,0.167,0.203,0.244,0.259,0.296,0.418,0.515,0.772,1.227,1.280,1.334,1.405,1.487,1.519,1.592,1.836,2.031,2.544,168.654,248.608,343.952,496.993,709.406,867.398,1034.471,2031.664,3069.609,6803.494,0.005,0.009,0.010,0.012,0.014,0.014,0.017,0.019,0.022,0.025,0.015,0.018,0.021,0.024,0.027,0.028,0.031,0.040,0.046,0.081
65.000,0.054,0.067,0.080,0.097,0.116,0.123,0.140,0.195,0.236,0.339,0.609,0.634,0.660,0.693,0.732,0.746,0.780,0.889,0.973,1.177,128.301,189.196,262.041,378.898,541.032,661.667,789.200,1549.942,2343.830,5200.146,0.005,0.007,0.009,0.011,0.013,0.013,0.015,0.018,0.020,0.023,0.050,0.058,0.066,0.076,0.088,0.092,0.102,0.133,0.157,0.213
650.000,0.070,0.086,0.102,0.124,0.149,0.158,0.180,0.252,0.308,0.448,1.141,1.172,1.204,1.247,1.297,1.315,1.360,1.504,1.616,1.896,348.200,513.913,712.009,1029.850,1470.298,1798.749,2145.249,4213.018,6367.363,14137.799,0.005,0.006,0.007,0.010,0.012,0.012,0.013,0.016,0.018,0.022,0.054,0.064,0.074,0.086,0.100,0.105,0.117,0.155,0.184,0.254
651.000,0.053,0.067,0.081,0.100,0.121,0.129,0.148,0.210,0.258,0.378,1.105,1.133,1.162,1.199,1.243,1.258,1.297,1.420,1.515,1.755,350.485,517.332,716.519,1036.433,1480.052,1810.455,2159.201,4240.262,6410.195,14229.271,0.001,0.001,0.001,0.002,0.002,0.002,0.003,0.003,0.003,0.004,0.074,0.085,0.095,0.110,0.126,0.132,0.147,0.194,0.230,0.318
652.000,0.062,0.077,0.091,0.111,0.134,0.142,0.163,0.228,0.279,0.407,1.124,1.153,1.183,1.222,1.268,1.285,1.326,1.457,1.559,1.814,350.489,517.297,716.607,1036.453,1480.108,1810.462,2159.022,4240.262,6409.849,14229.261,0.004,0.006,0.007,0.009,0.010,0.010,0.012,0.014,0.016,0.019,0.062,0.073,0.084,0.098,0.113,0.118,0.132,0.176,0.209,0.289
653.000,0.068,0.083,0.099,0.120,0.144,0.153,0.174,0.244,0.298,0.433,1.136,1.167,1.197,1.239,1.288,1.305,1.349,1.488,1.595,1.865,348.237,514.042,711.969,1029.771,1470.506,1798.754,2145.153,4213.018,6368.417,14137.871,0.004,0.006,0.007,0.010,0.011,0.011,0.013,0.015,0.018,0.021,0.056,0.066,0.076,0.089,0.104,0.109,0.122,0.162,0.192,0.265
654.000,0.032,0.040,0.049,0.061,0.075,0.081,0.093,0.137,0.173,0.265,0.564,0.581,0.598,0.622,0.650,0.662,0.687,0.774,0.845,1.030,220.631,327.423,453.957,656.694,937.872,1147.363,1368.335,2687.465,4061.633,9023.281,0.002,0.003,0.003,0.004,0.005,0.005,0.005,0.006,0.007,0.008,0.151,0.174,0.196,0.223,0.253,0.260,0.287,0.357,0.407,0.517
655.000,0.026,0.033,0.041,0.051,0.063,0.068,0.079,0.117,0.149,0.233,0.553,0.567,0.581,0.602,0.626,0.636,0.657,0.734,0.797,0.966,220.615,327.413,453.883,656.694,937.892,1147.363,1368.334,2687.465,4062.681,9022.585,0.002,0.002,0.003,0.003,0.004,0.004,0.004,0.005,0.005,0.006,0.185,0.213,0.240,0.273,0.308,0.317,0.349,0.433,0.490,0.614
656.000,0.069,0.085,0.101,0.122,0.145,0.154,0.175,0.241,0.291,0.415,0.638,0.670,0.702,0.743,0.791,0.807,0.850,0.981,1.081,1.330,341.338,505.941,701.194,1014.612,1449.210,1772.690,2114.064,4152.155,6280.817,13936.539,0.003,0.004,0.004,0.006,0.006,0.006,0.007,0.009,0.010,0.012,0.101,0.118,0.135,0.156,0.179,0.187,0.208,0.271,0.318,0.427
657.000,0.059,0.075,0.091,0.112,0.138,0.147,0.170,0.243,0.302,0.447,0.618,0.650,0.681,0.725,0.775,0.794,0.839,0.986,1.104,1.393,341.307,506.042,701.230,1014.557,1449.258,1772.686,2114.211,4152.155,6279.529,13935.583,0.003,0.004,0.004,0.005,0.006,0.006,0.007,0.008,0.008,0.010,0.120,0.137,0.152,0.171,0.192,0.198,0.217,0.267,0.301,0.383
658.000,0.025,0.032,0.039,0.049,0.061,0.066,0.076,0.114,0.146,0.231,0.551,0.564,0.578,0.598,0.621,0.632,0.652,0.728,0.791,0.962,336.185,498.471,690.821,999.439,1427.770,1746.292,2082.456,4090.393,6184.083,13729.379,0.001,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.004,0.004,0.295,0.340,0.382,0.434,0.489,0.502,0.552,0.679,0.765,0.945
659.000,0.024,0.030,0.037,0.046,0.057,0.062,0.072,0.107,0.136,0.214,0.548,0.561,0.574,0.592,0.614,0.624,0.643,0.714,0.772,0.928,336.181,498.415,690.820,999.434,1427.729,1746.286,2082.444,4090.393,6185.093,13730.068,0.001,0.001,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.004,0.310,0.359,0.404,0.460,0.521,0.536,0.591,0.734,0.832,1.046
66.000,0.016,0.020,0.024,0.030,0.037,0.040,0.047,0.070,0.090,0.143,0.531,0.540,0.548,0.560,0.575,0.581,0.594,0.640,0.679,0.786,144.305,212.733,294.490,425.853,608.011,743.794,886.979,1741.938,2633.298,5843.799,0.002,0.002,0.002,0.003,0.003,0.003,0.004,0.004,0.005,0.006,0.207,0.240,0.271,0.310,0.353,0.364,0.403,0.507,0.580,0.739
660.000,0.032,0.041,0.050,0.062,0.077,0.083,0.096,0.141,0.178,0.275,0.565,0.582,0.600,0.624,0.653,0.666,0.691,0.782,0.856,1.049,336.180,498.361,690.854,999.472,1427.736,1746.286,2082.533,4090.393,6184.996,13730.688,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.004,0.004,0.005,0.226,0.261,0.292,0.332,0.375,0.386,0.425,0.526,0.596,0.751
661.000,0.026,0.033,0.040,0.050,0.062,0.067,0.078,0.116,0.148,0.232,0.552,0.566,0.580,0.600,0.624,0.635,0.656,0.732,0.795,0.963,332.847,493.393,684.004,989.559,1413.501,1729.015,2061.887,4049.906,6122.604,13595.474,0.001,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.004,0.004,0.282,0.326,0.366,0.416,0.470,0.483,0.533,0.659,0.745,0.933
662.000,0.054,0.067,0.081,0.099,0.121,0.129,0.148,0.211,0.259,0.381,0.607,0.634,0.661,0.698,0.741,0.757,0.796,0.921,1.019,1.262,307.279,455.607,631.620,913.765,1305.271,1596.907,1903.963,3739.661,5653.323,12553.791,0.003,0.003,0.004,0.005,0.006,0.006,0.006,0.007,0.008,0.009,0.121,0.139,0.157,0.179,0.203,0.209,0.231,0.291,0.334,0.435
663.000,0.042,0.053,0.064,0.081,0.100,0.108,0.125,0.184,0.232,0.355,0.583,0.606,0.629,0.661,0.699,0.715,0.749,0.868,0.964,1.210,307.274,455.598,631.605,913.808,1305.103,1596.903,1904.085,3739.661,5653.396,12555.037,0.002,0.003,0.003,0.004,0.005,0.005,0.005,0.006,0.006,0.007,0.158,0.181,0.202,0.227,0.254,0.260,0.285,0.345,0.387,0.481
664.000,0.029,0.037,0.045,0.056,0.070,0.075,0.087,0.130,0.166,0.261,0.558,0.574,0.590,0.612,0.639,0.651,0.675,0.761,0.832,1.023,307.290,455.565,631.708,913.792,1305.061,1596.907,1904.072,3739.661,5651.438,12556.245,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.004,0.004,0.005,0.232,0.267,0.300,0.340,0.383,0.393,0.432,0.529,0.595,0.734
665.000,0.027,0.034,0.041,0.051,0.064,0.069,0.080,0.119,0.151,0.237,0.554,0.568,0.583,0.603,0.627,0.638,0.660,0.738,0.802,0.974,307.313,455.533,631.694,913.792,1305.119,1596.907,1904.292,3739.661,5652.485,12557.079,0.001,0.002,0.002,0.002,0.003,0.003,0.003,0.004,0.004,0.005,0.253,0.293,0.329,0.374,0.422,0.434,0.479,0.592,0.669,0.837
67.000,0.017,0.022,0.027,0.033,0.042,0.045,0.053,0.080,0.104,0.172,0.534,0.544,0.553,0.567,0.583,0.591,0.605,0.660,0.708,0.844,144.306,212.750,294.492,425.863,608.016,743.794,886.953,1741.938,2633.550,5843.704,0.002,0.002,0.003,0.003,0.004,0.004,0.004,0.005,0.005,0.006,0.189,0.217,0.244,0.278,0.313,0.322,0.354,0.435,0.487,0.588
672.000,0.120,0.146,0.172,0.207,0.247,0.262,0.298,0.417,0.513,0.767,2.120,2.146,2.172,2.207,2.247,2.262,2.298,2.417,2.513,2.767,836.560,1226.482,1695.652,2450.438,3497.499,4276.188,5099.984,10016.484,15132.609,33535.055,0.005,0.008,0.009,0.013,0.015,0.015,0.018,0.021,0.025,0.030,0.039,0.047,0.055,0.066,0.078,0.082,0.093,0.126,0.152,0.235
673.000,0.140,0.167,0.194,0.228,0.268,0.280,0.315,0.420,0.499,0.688,0.779,0.834,0.887,0.957,1.035,1.060,1.131,1.341,1.498,1.876,626.388,922.480,1276.465,1845.436,2634.161,3222.094,3842.036,7545.863,11399.869,25291.105,0.003,0.004,0.005,0.007,0.008,0.008,0.009,0.011,0.012,0.014,0.082,0.096,0.111,0.129,0.149,0.155,0.174,0.227,0.266,0.360
674.000,0.121,0.145,0.168,0.198,0.232,0.244,0.274,0.366,0.436,0.604,0.742,0.790,0.836,0.897,0.965,0.987,1.048,1.233,1.371,1.708,626.394,922.341,1276.447,1845.408,2634.334,3222.088,3841.874,7545.863,11400.057,25291.029,0.003,0.004,0.004,0.006,0.006,0.007,0.008,0.009,0.010,0.012,0.097,0.115,0.132,0.155,0.180,0.188,0.210,0.276,0.325,0.441
675.000,0.121,0.144,0.166,0.195,0.228,0.239,0.269,0.358,0.426,0.589,0.741,0.787,0.832,0.891,0.957,0.978,1.038,1.217,1.352,1.679,626.855,922.823,1277.331,1846.628,2636.187,3224.239,3845.159,7551.030,11408.758,25307.969,0.003,0.003,0.004,0.005,0.006,0.006,0.007,0.009,0.010,0.012,0.097,0.116,0.134,0.158,0.184,0.192,0.216,0.285,0.337,0.458
676.000,0.015,0.019,0.023,0.029,0.036,0.039,0.045,0.068,0.088,0.142,0.530,0.538,0.546,0.558,0.572,0.578,0.590,0.636,0.675,0.784,80.276,119.231,165.241,239.098,341.444,417.751,498.283,978.507,1479.255,3287.303,0.003,0.003,0.004,0.005,0.006,0.006,0.006,0.007,0.008,0.010,0.122,0.141,0.159,0.182,0.207,0.213,0.235,0.294,0.334,0.419
677.000,0.025,0.032,0.039,0.049,0.060,0.065,0.075,0.111,0.140,0.217,0.551,0.564,0.578,0.597,0.620,0.630,0.650,0.721,0.780,0.934,190.961,283.636,393.016,568.716,812.172,993.696,1185.207,2327.425,3518.465,7818.857,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.003,0.166,0.192,0.217,0.248,0.281,0.289,0.320,0.400,0.457,0.584
678.000,0.023,0.029,0.035,0.044,0.054,0.059,0.068,0.101,0.128,0.202,0.546,0.558,0.571,0.588,0.609,0.618,0.636,0.702,0.757,0.903,191.984,284.682,394.619,571.049,815.580,997.600,1189.865,2336.733,3531.437,7847.567,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.004,0.186,0.216,0.243,0.278,0.315,0.324,0.358,0.447,0.509,0.645
679.000,0.022,0.028,0.034,0.043,0.053,0.058,0.067,0.100,0.127,0.202,0.545,0.557,0.569,0.586,0.607,0.616,0.634,0.700,0.755,0.904,220.802,327.411,453.851,656.760,937.976,1147.368,1368.444,2687.465,4061.515,9025.392,0.002,0.002,0.002,0.003,0.003,0.003,0.004,0.004,0.005,0.005,0.221,0.255,0.287,0.327,0.370,0.381,0.420,0.521,0.591,0.741
68.000,0.060,0.072,0.083,0.098,0.115,0.121,0.137,0.185,0.221,0.312,0.620,0.643,0.666,0.697,0.731,0.743,0.774,0.869,0.943,1.124,128.319,189.238,262.005,378.904,541.066,661.670,789.174,1549.942,2344.195,5200.047,0.003,0.004,0.005,0.007,0.009,0.009,0.010,0.012,0.014,0.017,0.044,0.054,0.063,0.075,0.089,0.093,0.105,0.143,0.171,0.239
680.000,0.025,0.032,0.039,0.048,0.060,0.064,0.075,0.111,0.141,0.221,0.550,0.563,0.577,0.596,0.619,0.629,0.649,0.722,0.782,0.941,191.926,284.720,394.606,571.066,815.566,997.606,1189.849,2336.733,3532.887,7848.138,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.170,0.196,0.221,0.252,0.285,0.293,0.323,0.401,0.455,0.574
681.000,0.035,0.045,0.054,0.067,0.082,0.088,0.102,0.148,0.186,0.282,0.571,0.589,0.608,0.634,0.664,0.677,0.704,0.797,0.872,1.064,191.863,284.733,394.582,571.048,815.525,997.607,1189.890,2336.733,3533.170,7848.774,0.003,0.004,0.004,0.005,0.006,0.006,0.007,0.008,0.009,0.010,0.118,0.136,0.153,0.175,0.198,0.204,0.226,0.282,0.323,0.414
682.000,0.020,0.025,0.030,0.038,0.047,0.051,0.059,0.088,0.113,0.180,0.539,0.550,0.560,0.575,0.594,0.602,0.617,0.676,0.725,0.859,191.772,284.775,394.614,571.023,815.420,997.616,1189.963,2336.733,3533.339,7849.635,0.002,0.002,0.002,0.003,0.003,0.003,0.004,0.004,0.005,0.005,0.220,0.255,0.287,0.327,0.371,0.382,0.422,0.525,0.595,0.748
683.000,0.028,0.035,0.043,0.054,0.067,0.073,0.084,0.125,0.159,0.250,0.556,0.571,0.586,0.608,0.634,0.645,0.668,0.751,0.819,1.000,220.678,327.371,453.963,656.696,937.888,1147.364,1368.483,2687.465,4062.031,9023.834,0.002,0.003,0.003,0.004,0.004,0.004,0.005,0.005,0.006,0.007,0.174,0.200,0.225,0.255,0.287,0.295,0.324,0.399,0.449,0.560
684.000,0.021,0.027,0.033,0.041,0.051,0.056,0.064,0.096,0.123,0.194,0.543,0.554,0.566,0.583,0.602,0.611,0.629,0.692,0.745,0.889,220.699,327.349,453.958,656.692,937.876,1147.365,1368.495,2687.465,4062.032,9024.084,0.001,0.002,0.002,0.003,0.003,0.003,0.003,0.004,0.004,0.005,0.229,0.265,0.299,0.341,0.386,0.397,0.439,0.545,0.619,0.777
685.000,0.032,0.040,0.049,0.061,0.075,0.080,0.093,0.136,0.171,0.263,0.564,0.580,0.598,0.621,0.649,0.661,0.686,0.773,0.843,1.025,220.753,327.367,453.942,656.707,937.912,1147.365,1368.457,2687.465,4061.572,9024.610,0.002,0.003,0.003,0.004,0.005,0.005,0.005,0.006,0.007,0.008,0.152,0.175,0.197,0.225,0.254,0.262,0.289,0.360,0.410,0.524
686.000,0.007,0.009,0.011,0.014,0.017,0.019,0.022,0.033,0.043,0.070,0.515,0.518,0.523,0.528,0.535,0.538,0.544,0.566,0.586,0.641,49.717,73.721,102.224,147.889,211.211,258.359,308.177,605.200,914.636,2032.461,0.002,0.003,0.003,0.004,0.004,0.004,0.005,0.006,0.006,0.007,0.156,0.182,0.206,0.237,0.271,0.281,0.312,0.398,0.458,0.589
687.000,0.009,0.012,0.014,0.018,0.022,0.024,0.028,0.042,0.054,0.091,0.519,0.524,0.529,0.536,0.544,0.548,0.556,0.584,0.608,0.681,49.699,73.724,102.228,147.883,211.210,258.357,308.176,605.200,914.749,2032.222,0.002,0.003,0.003,0.004,0.004,0.004,0.005,0.006,0.006,0.007,0.122,0.143,0.161,0.186,0.212,0.219,0.243,0.311,0.356,0.442
688.000,0.007,0.009,0.012,0.016,0.021,0.031,0.031,0.092,0.184,0.440,0.514,0.519,0.524,0.532,0.543,0.562,0.562,0.684,0.868,1.379,49.697,73.736,102.208,147.875,211.210,258.357,308.114,605.200,915.136,2029.943,0.004,0.005,0.005,0.005,0.005,0.006,0.006,0.009,0.014,0.028,0.041,0.084,0.129,0.204,0.213,0.204,0.220,0.223,0.230,0.274
689.000,0.023,0.028,0.033,0.041,0.048,0.050,0.057,0.071,0.103,0.271,0.545,0.556,0.567,0.581,0.597,0.600,0.613,0.641,0.706,1.041,49.697,73.734,102.207,147.874,211.202,258.356,308.134,605.200,915.276,2030.246,0.006,0.007,0.007,0.010,0.013,0.012,0.015,0.017,0.020,0.024,0.049,0.058,0.067,0.078,0.093,0.101,0.114,0.172,0.176,0.194
69.000,0.077,0.096,0.115,0.140,0.169,0.180,0.206,0.292,0.362,0.549,0.654,0.692,0.729,0.780,0.838,0.860,0.912,1.085,1.224,1.599,172.035,253.173,350.472,506.687,723.361,884.671,1055.046,2072.000,3133.020,6946.417,0.005,0.010,0.011,0.014,0.016,0.016,0.018,0.020,0.023,0.026,0.045,0.051,0.058,0.066,0.074,0.076,0.084,0.104,0.117,0.214
690.000,0.008,0.010,0.012,0.015,0.019,0.021,0.024,0.036,0.046,0.074,0.516,0.520,0.525,0.531,0.538,0.541,0.548,0.572,0.592,0.649,49.648,73.738,102.202,147.884,211.182,258.359,308.190,605.200,914.896,2033.224,0.002,0.003,0.003,0.004,0.005,0.005,0.005,0.006,0.007,0.008,0.143,0.166,0.189,0.217,0.248,0.257,0.286,0.366,0.423,0.553
691.000,0.013,0.016,0.019,0.024,0.030,0.032,0.037,0.056,0.071,0.112,0.525,0.532,0.539,0.548,0.560,0.565,0.575,0.611,0.641,0.724,49.679,73.752,102.190,147.890,211.193,258.359,308.200,605.200,914.911,2032.964,0.003,0.004,0.005,0.007,0.007,0.008,0.009,0.010,0.011,0.013,0.089,0.104,0.118,0.136,0.155,0.161,0.179,0.228,0.264,0.345
692.000,0.023,0.029,0.034,0.042,0.051,0.055,0.063,0.090,0.112,0.167,0.546,0.557,0.569,0.584,0.603,0.610,0.626,0.681,0.724,0.834,49.719,73.721,102.223,147.889,211.211,258.359,308.190,605.200,914.611,2032.472,0.002,0.002,0.003,0.003,0.004,0.004,0.005,0.005,0.006,0.007,0.049,0.057,0.065,0.075,0.087,0.090,0.101,0.132,0.155,0.212
693.000,0.011,0.014,0.017,0.021,0.027,0.029,0.033,0.050,0.065,0.105,0.522,0.528,0.534,0.543,0.553,0.558,0.567,0.601,0.630,0.710,49.705,73.746,102.206,147.903,211.221,258.360,308.166,605.200,915.072,2032.715,0.003,0.004,0.005,0.006,0.007,0.007,0.008,0.009,0.010,0.011,0.102,0.119,0.134,0.154,0.175,0.181,0.201,0.253,0.291,0.373
694.000,0.106,0.133,0.160,0.196,0.238,0.254,0.291,0.415,0.513,0.770,0.711,0.765,0.819,0.892,0.976,1.008,1.083,1.329,1.526,2.041,-64.328,63.723,88.062,127.152,181.399,221.753,264.375,519.393,784.015,1739.385,-0.647,0.066,0.073,0.087,0.097,0.097,0.107,0.120,0.132,0.147,-0.002,0.009,0.010,0.011,0.012,0.012,0.013,0.016,0.018,0.021
695.000,0.110,0.137,0.164,0.201,0.243,0.258,0.296,0.419,0.517,0.775,0.720,0.774,0.828,0.901,0.985,1.016,1.091,1.338,1.534,2.050,-159.482,63.756,88.007,127.123,181.361,221.755,264.402,519.393,784.283,1741.537,-0.265,0.067,0.074,0.089,0.099,0.100,0.111,0.124,0.137,0.155,-0.004,0.008,0.009,0.011,0.012,0.012,0.013,0.016,0.017,0.024
