DAY,GRID_NO,HUMIDITY_06H,HUMIDITY_09H,HUMIDITY_12H,HUMIDITY_15H,HUMIDITY_18H,SNOWDEPTH,LATITUDE,LONGITUDE,ALTITUDE,TEMPERATURE_MAX,TEMPERATURE_MIN,TEMPERATURE_AVG,VAPOURPRESSURE,WINDSPEED,PRECIPITATION,E0,ES0,ET0,RADIATION,SUNSHINE_CALC,YEAR,MONTH
13,101096,,,,,,,50.72749,5.27314,128,20.4,7,13.7,9.83,1.9,0,4.93,4.25,4.28,27381,13.231317303855,1981,06
15,101096,,,,,,,50.72749,5.27314,128,27.2,15.2,21.2,15.27,4.6,0,6.43,5.77,5.54,23450,10.1526430592146,1981,06
16,101096,,,,,,,50.72749,5.27314,128,20.9,11.8,16.4,12.47,4.2,0,4.06,3.68,3.5,14874,3.4650948414966,1981,06
17,101096,,,,,,,50.72749,5.27314,128,15.2,9.8,12.5,11.76,4.5,1.7,3.17,2.84,2.36,13944,2.73659712619615,1981,06
18,101096,,,,,,,50.72749,5.27314,128,13.4,8.8,11.1,9.96,3.6,2,2.52,2.3,2.05,9728,0,1981,06
19,101096,,,,,,,50.72749,5.27314,128,15.6,7.3,11.5,10.56,1.6,0,2.44,2.19,2.01,10980,0.422751666249204,1981,06
20,101096,,,,,,,50.72749,5.27314,128,15,10.6,12.8,12.97,1.8,1.8,1.69,1.51,1.49,7356,0,1981,06
21,101096,,,,,,,50.72749,5.27314,128,15.7,9,12.4,10.39,4,1.5,3.66,3.29,2.79,15776,4.15991464303627,1981,06
22,101096,,,,,,,50.72749,5.27314,128,18,9,13.5,10.96,3,0.1,3.7,3.28,3.06,16724,4.90064504022188,1981,06
23,101096,,,,,,,50.72749,5.27314,128,20.7,9.1,14.9,11.4,2,0,4.78,4.17,4,24150,10.6923234306551,1981,06
24,101096,,,,,,,50.72749,5.27314,128,22.8,10.3,16.6,13.13,1.7,0,4.09,3.61,3.43,18564,6.34265293159048,1981,06
25,101096,,,,,,,50.72749,5.27314,128,21.8,11.7,16.8,15.64,1.9,0,3.29,2.91,2.68,14550,3.21835148922468,1981,06
26,101096,,,,,,,50.72749,5.27314,128,19.1,12.5,15.8,16.08,1.4,12.4,2.16,1.92,1.82,9479,0,1981,06
27,101096,,,,,,,50.72749,5.27314,128,18.4,11.3,14.9,13.94,3,11.6,3.04,2.71,2.41,13252,2.21935338699363,1981,06
28,101096,,,,,,,50.72749,5.27314,128,17.2,11.1,14.2,15.41,3.6,2.2,1.43,1.27,1.24,6244,0,1981,06
01,101096,,,,,,,50.72749,5.27314,128,8.9,5,7,8.79,3.9,0.1,0.35,0.32,0.53,1311,0,1982,01
02,101096,,,,,,,50.72749,5.27314,128,9.1,3.7,6.4,8.76,5.9,0,0.38,0.35,0.51,1647,0,1982,01
03,101096,,,,,,,50.72749,5.27314,128,11.9,7.6,9.8,9.96,6.6,7.1,0.87,0.82,0.93,2250,0.835747166333853,1982,01
04,101096,,,,,,,50.72749,5.27314,128,11.8,8.6,10.2,10.63,7.9,2.1,0.84,0.81,0.9,1536,0,1982,01
05,101096,,,,,,,50.72749,5.27314,128,11,7.9,9.5,10.39,7.4,1,0.61,0.58,0.76,1417,0,1982,01
06,101096,,,,,,,50.72749,5.27314,128,9.1,-3.6,2.8,4.85,4.1,8.2,0.36,0.31,0.98,4136,4.64906186445707,1982,01
07,101096,,,,,,,50.72749,5.27314,128,-2.3,-6.8,-4.6,3.71,2,0,0,0,0.05,4775,5.9033487402539,1982,01
08,101096,,,,,,,50.72749,5.27314,128,-3.7,-5.8,-4.8,3.07,5.9,0,0.45,0.42,0.48,1957,0.0268504183397491,1982,01
09,101096,,,,,,,50.72749,5.27314,128,-4.1,-6.9,-5.5,4.08,4.1,0.3,0.15,0.13,0.2,1441,0,1982,01
10,101096,,,,,,,50.72749,5.27314,128,-6.3,-12.6,-9.5,2.87,4,3.2,0,0,0.15,4811,5.72428145629119,1982,01
11,101096,,,,,,,50.72749,5.27314,128,-4.8,-10.2,-7.5,3.44,3.6,1.9,0.11,0.09,0.17,1351,0,1982,01
13,101096,,,,,,,50.72749,5.27314,128,-3.1,-12.7,-7.9,3.07,2.1,0,0,0,0.01,5969,7.73677402405131,1982,01
12,101096,,,,,,,50.72749,5.27314,128,-3.4,-9.6,-6.5,3.98,1.8,1.4,0.04,0.03,0.05,3042,2.01101076161872,1982,01
14,101096,,,,,,,50.72749,5.27314,128,-3.2,-10.7,-7,2.74,1.7,0,0,0,0,5835,7.35655853938808,1982,01
15,101096,,,,,,,50.72749,5.27314,128,6.9,-9.6,-1.4,3.81,2.8,0,0,0,0.7,4980,5.57594390156108,1982,01
16,101096,,,,,,,50.72749,5.27314,128,9.3,1.2,5.3,5.48,2.3,0,0.22,0.19,0.6,4663,4.85988276747987,1982,01
17,101096,,,,,,,50.72749,5.27314,128,9.9,2,6,6.95,1.7,0,0,0,0.23,5331,6.03468395171808,1982,01
18,101096,,,,,,,50.72749,5.27314,128,11.6,1.7,6.7,7.72,2.1,0,0,0,0.33,5550,6.33437932907779,1982,01
19,101096,,,,,,,50.72749,5.27314,128,10.7,3.8,7.3,7.55,1.6,0,0.22,0.17,0.43,3964,3.24139724834002,1982,01
20,101096,,,,,,,50.72749,5.27314,128,10.3,1.7,6,6.58,1.8,0,0,0,0.36,5681,6.33555167229652,1982,01
21,101096,,,,,,,50.72749,5.27314,128,6.6,2.1,4.4,8.12,3,0.5,0.14,0.11,0.28,1530,0,1982,01
22,101096,,,,,,,50.72749,5.27314,128,4.2,-0.3,2,6.82,3.1,0.1,0.11,0.09,0.29,1317,0,1982,01
23,101096,,,,,,,50.72749,5.27314,128,4.5,0.9,2.7,6.45,1.4,0.7,0.11,0.07,0.32,2523,0.269050396706649,1982,01
24,101096,,,,,,,50.72749,5.27314,128,1.8,-1.3,0.3,5.85,2.2,0,0.2,0.16,0.24,2112,0,1982,01
25,101096,,,,,,,50.72749,5.27314,128,2.6,-1.2,0.7,5.65,6.2,0,0.46,0.43,0.51,1774,0,1982,01
26,101096,,,,,,,50.72749,5.27314,128,6.1,1.8,4,7.42,6.1,0.6,0.32,0.29,0.49,1605,0,1982,01
27,101096,,,,,,,50.72749,5.27314,128,5.4,1.1,3.3,6.62,3.5,5.5,0.47,0.43,0.52,2224,0,1982,01
28,101096,,,,,,,50.72749,5.27314,128,5,-0.7,2.2,6.35,5.7,0.1,0.54,0.5,0.5,2499,0,1982,01
29,101096,,,,,,,50.72749,5.27314,128,7.9,3.2,5.6,8.66,4.8,2.3,0.17,0.15,0.42,1185,0,1982,01
30,101096,,,,,,,50.72749,5.27314,128,9.6,6.3,8,9.53,6.3,6.3,0.45,0.43,0.69,1185,0,1982,01
31,101096,,,,,,,50.72749,5.27314,128,8,2.9,5.5,8.16,2.3,6.8,0.19,0.13,0.45,3230,0.869251996541685,1982,01
01,101096,,,,,,,50.72749,5.27314,128,7,0.1,3.6,5.78,1.8,0,0.02,0,0.31,7437,7.65921944422233,1982,02
02,101096,,,,,,,50.72749,5.27314,128,7.3,-1.8,2.8,4.65,3.8,0,0.23,0.14,0.89,7790,8.06836517656185,1982,02
03,101096,,,,,,,50.72749,5.27314,128,6.7,-1.5,2.6,4.85,2.9,0,0.1,0.02,0.74,7442,7.34525467607829,1982,02
05,101096,,,,,,,50.72749,5.27314,128,12.2,3.5,7.9,7.89,5,0,0.77,0.65,1.22,6095,4.921625175078,1982,02
04,101096,,,,,,,50.72749,5.27314,128,9.1,-0.4,4.4,6.55,3,0,0.44,0.36,0.66,4986,3.30448566469039,1982,02
06,101096,,,,,,,50.72749,5.27314,128,10.2,5.2,7.7,9.26,4.3,1.3,0.49,0.45,0.66,1859,0,1982,02
07,101096,,,,,,,50.72749,5.27314,128,9.9,5,7.5,8.82,4.4,0.9,0.47,0.37,0.73,4989,2.96402273397341,1982,02
08,101096,,,,,,,50.72749,5.27314,128,8.6,4.4,6.5,8.09,4.2,4.6,0.54,0.45,0.72,4432,2.00895174970472,1982,02
09,101096,,,,,,,50.72749,5.27314,128,10.2,4.3,7.3,7.72,4.1,0,0.91,0.81,1.04,4719,2.3339426948386,1982,02
10,101096,,,,,,,50.72749,5.27314,128,13.5,3,8.3,6.75,3.7,0,1.22,1.09,1.49,5894,3.96124514689787,1982,02
11,101096,,,,,,,50.72749,5.27314,128,12.7,6.1,9.4,8.46,4,0,0.95,0.81,1.23,6288,4.41009888953007,1982,02
12,101096,,,,,,,50.72749,5.27314,128,12.9,5,9,9.32,4.2,0.3,0.75,0.63,0.99,5490,3.12616226403516,1982,02
13,101096,,,,,,,50.72749,5.27314,128,12.9,5.1,9,8.05,3.8,0,0.79,0.62,1.29,7686,6.14363440173812,1982,02
14,101096,,,,,,,50.72749,5.27314,128,10.2,3.8,7,8.66,2,5.8,0.58,0.48,0.59,4892,2.04743575557085,1982,02
15,101096,,,,,,,50.72749,5.27314,128,6.2,0.4,3.3,7.42,4.5,0.4,0.21,0.18,0.42,1751,0,1982,02
16,101096,,,,,,,50.72749,5.27314,128,2.9,0.8,1.9,6.58,3,2,0.2,0.17,0.37,1782,0,1982,02
17,101096,,,,,,,50.72749,5.27314,128,2.6,0.2,1.4,5.72,2.5,0,0.43,0.39,0.53,2419,0,1982,02
18,101096,,,,,,,50.72749,5.27314,128,5.7,-0.5,2.6,6.12,2.8,0,0.69,0.59,0.61,5269,2.13754694389981,1982,02
19,101096,,,,,,,50.72749,5.27314,128,4.8,-1,1.9,5.35,3.7,0,0.68,0.64,0.8,2542,0,1982,02
20,101096,,,,,,,50.72749,5.27314,128,3.7,-1.7,1,4.34,3.4,0,0.8,0.69,1,6088,3.00566014028371,1982,02
21,101096,,,,,,,50.72749,5.27314,128,4.2,-3.1,0.6,3.84,3.1,0,0.6,0.42,0.97,10948,9.24346044103347,1982,02
22,101096,,,,,,,50.72749,5.27314,128,6.4,-3.2,1.6,3.61,2.7,0,0.67,0.48,1.11,10988,9.11197259852397,1982,02
23,101096,,,,,,,50.72749,5.27314,128,3.7,-2.8,0.5,4.55,2.2,0,0.61,0.51,0.72,5984,2.52551722417075,1982,02
24,101096,,,,,,,50.72749,5.27314,128,3.6,-3.9,-0.2,5.01,1.3,0,0.36,0.24,0.53,7397,4.20376331810209,1982,02
25,101096,,,,,,,50.72749,5.27314,128,2.2,-4.1,-1,4.14,1.7,0,0.35,0.2,0.66,9560,6.78633517155636,1982,02
26,101096,,,,,,,50.72749,5.27314,128,4.9,-4.4,0.3,4.21,2.9,0,0.84,0.69,0.98,8939,5.86104447420058,1982,02
27,101096,,,,,,,50.72749,5.27314,128,6.8,-0.5,3.2,5.61,4.7,0,1.26,1.16,1.18,5779,1.83600137852988,1982,02
28,101096,,,,,,,50.72749,5.27314,128,9.4,2.8,6.1,8.76,6.8,0.7,0.6,0.54,0.66,2917,0,1982,02
01,101096,,,,,,,50.72749,5.27314,128,12.6,6.4,9.5,9.36,7.3,0.9,1.56,1.43,1.52,5826,1.68693931701977,1982,03
02,101096,,,,,,,50.72749,5.27314,128,10.8,3.6,7.2,7.65,6.9,3.8,1.44,1.28,1.53,7927,4.08881849910308,1982,03
03,101096,,,,,,,50.72749,5.27314,128,11.6,5.3,8.5,9.26,9.8,2.7,1.23,1.17,1.24,2193,0,1982,03
04,101096,,,,,,,50.72749,5.27314,128,9.8,3.7,6.8,7.69,4.8,10.8,1.1,0.95,1.21,7245,3.04464632971657,1982,03
05,101096,,,,,,,50.72749,5.27314,128,8.8,-0.7,4.1,6.58,2.8,0.9,0.89,0.71,1.01,9730,5.80692852829514,1982,03
06,101096,,,,,,,50.72749,5.27314,128,9.3,-2,3.7,5.25,2.6,0,1.16,0.9,1.31,13984,10.5440973805234,1982,03
07,101096,,,,,,,50.72749,5.27314,128,7.1,-2,2.6,4.95,2.1,0,0.97,0.75,1.09,12235,8.37580198117448,1982,03
08,101096,,,,,,,50.72749,5.27314,128,7.9,-1.7,3.1,5.41,1.8,0,0.84,0.61,1.11,12508,8.52216164412177,1982,03
09,101096,,,,,,,50.72749,5.27314,128,8.8,1,4.9,6.42,5.6,0,1.41,1.26,1.36,7428,2.69831269247614,1982,03
10,101096,,,,,,,50.72749,5.27314,128,8.2,2,5.1,7.39,9.2,0,1.08,1.02,1.02,2947,0,1982,03
11,101096,,,,,,,50.72749,5.27314,128,7.9,1.9,4.9,6.48,5.9,6.5,1.35,1.2,1.33,7497,2.56127350650522,1982,03
12,101096,,,,,,,50.72749,5.27314,128,8.2,1.9,5.1,7.19,6.5,0.4,1.01,0.92,1.03,4665,0,1982,03
13,101096,,,,,,,50.72749,5.27314,128,7.5,0.4,4,6.52,4.4,3.9,1.14,1.01,1.07,7413,2.26335608314965,1982,03
14,101096,,,,,,,50.72749,5.27314,128,8.5,1.3,4.9,6.85,6.7,5,1.57,1.42,1.3,7827,2.60437861045451,1982,03
15,101096,,,,,,,50.72749,5.27314,128,11.9,4.7,8.3,6.28,7.8,0,3.06,2.76,2.75,14122,9.16080093078286,1982,03
16,101096,,,,,,,50.72749,5.27314,128,11.4,3.3,7.4,7.15,7,3.7,2.15,1.9,2.01,12043,6.82346491445212,1982,03
17,101096,,,,,,,50.72749,5.27314,128,9.2,3.6,6.4,7.55,4.9,1.4,1.59,1.44,1.3,7801,2.27368977142873,1982,03
18,101096,,,,,,,50.72749,5.27314,128,9.7,2.8,6.3,7.49,3.7,0.7,1.36,1.17,1.31,9514,3.94409948986714,1982,03
19,101096,,,,,,,50.72749,5.27314,128,9.9,2.2,6.1,7.25,4.5,2.6,1.55,1.37,1.39,8810,3.11287390349708,1982,03
20,101096,,,,,,,50.72749,5.27314,128,7.5,1.6,4.6,7.79,3.8,10.8,0.65,0.58,0.68,3771,0,1982,03
21,101096,,,,,,,50.72749,5.27314,128,5.5,1.8,3.7,6.65,1.4,0.1,0.99,0.88,0.82,5956,0.0308585951570674,1982,03
22,101096,,,,,,,50.72749,5.27314,128,8.3,1.5,4.9,6.82,1.7,0,1.17,1.04,1.03,6934,0.931837394761195,1982,03
23,101096,,,,,,,50.72749,5.27314,128,9.2,3.9,6.6,7.55,3.2,0,1.48,1.32,1.26,7680,1.58901579823039,1982,03
24,101096,,,,,,,50.72749,5.27314,128,10.3,0.6,5.5,7.15,2.2,0,1.56,1.3,1.4,13154,6.90012241255565,1982,03
25,101096,,,,,,,50.72749,5.27314,128,11.8,0.3,6.1,6.82,1.4,0,1.62,1.33,1.55,14579,8.17062754170804,1982,03
26,101096,,,,,,,50.72749,5.27314,128,14.3,1.2,7.8,6.55,1.9,0,1.95,1.61,2.03,16514,9.91998103936784,1982,03
27,101096,,,,,,,50.72749,5.27314,128,17.9,5,11.5,7.79,1.8,0,2.15,1.78,2.34,15593,8.88768766655712,1982,03
28,101096,,,,,,,50.72749,5.27314,128,15.1,6.8,11,9.32,2.8,0,1.93,1.76,1.63,7325,0.821796030596115,1982,03
29,101096,,,,,,,50.72749,5.27314,128,10.4,4,7.2,9.22,3.7,0,0.68,0.61,0.79,3376,0,1982,03
30,101096,,,,,,,50.72749,5.27314,128,5.8,2.2,4,6.82,6.3,3.4,1.24,1.14,0.99,5001,0,1982,03
31,101096,,,,,,,50.72749,5.27314,128,8.9,2.3,5.6,6.48,4.6,0,2.11,1.86,1.78,12988,5.91656126346844,1982,03
01,101096,,,,,,,50.72749,5.27314,128,14.7,1.8,8.3,7.59,2.5,0,2.27,1.9,2.23,17441,9.97195082095721,1982,04
02,101096,,,,,,,50.72749,5.27314,128,18,5.6,11.8,10.49,3.3,0,2.06,1.81,2.03,10930,3.78906704817924,1982,04
03,101096,,,,,,,50.72749,5.27314,128,13.7,4.3,9,8.09,2.8,0.1,2.45,2.11,2.17,15815,8.20915937898812,1982,04
04,101096,,,,,,,50.72749,5.27314,128,16.8,5.1,11,7.69,2.1,0,2.74,2.31,2.61,18630,10.6771735960993,1982,04
05,101096,,,,,,,50.72749,5.27314,128,20.9,6.6,13.8,8.46,2.7,0,3.23,2.81,3.24,17405,9.42856899747726,1982,04
06,101096,,,,,,,50.72749,5.27314,128,19.4,9.8,14.6,12.23,5.5,0,2.63,2.43,2.4,8181,0.930629632655566,1982,04
07,101096,,,,,,,50.72749,5.27314,128,15.3,9,12.2,11.9,8,6.9,2.13,1.96,1.67,6794,0,1982,04
08,101096,,,,,,,50.72749,5.27314,128,13,3.5,8.3,9.63,5,12.6,1.31,1.18,1.28,6150,0,1982,04
09,101096,,,,,,,50.72749,5.27314,128,7.5,0.4,4,6.18,4.3,6.8,1.87,1.66,1.5,11269,3.47587766732729,1982,04
10,101096,,,,,,,50.72749,5.27314,128,9,2.9,6,7.42,3.9,1.6,1.98,1.75,1.53,11352,3.4664901174437,1982,04
11,101096,,,,,,,50.72749,5.27314,128,7.7,1.2,4.5,6.85,3.9,1.5,1.46,1.33,1.19,6960,0,1982,04
12,101096,,,,,,,50.72749,5.27314,128,6.2,0.8,3.5,6.52,3.8,0.7,1.66,1.46,1.24,10585,2.62865290367986,1982,04
13,101096,,,,,,,50.72749,5.27314,128,7.8,-0.1,3.9,6.35,3.7,2.9,2.05,1.79,1.58,13602,5.19709527330782,1982,04
14,101096,,,,,,,50.72749,5.27314,128,10.1,-0.5,4.8,5.95,2.5,0,2.48,2.13,2.09,18546,9.42379961858201,1982,04
15,101096,,,,,,,50.72749,5.27314,128,12.9,0.7,6.8,6.15,3.1,0,2.93,2.49,2.69,21241,11.6604214034191,1982,04
16,101096,,,,,,,50.72749,5.27314,128,15.4,3.6,9.5,7.85,4.2,0,3.35,2.89,2.99,20677,11.0608491212745,1982,04
17,101096,,,,,,,50.72749,5.27314,128,14.3,3.7,9,8.52,4.8,0,3.19,2.79,2.54,18384,8.97924473799727,1982,04
18,101096,,,,,,,50.72749,5.27314,128,13,3.8,8.4,7.32,2.9,0,2.87,2.53,2.36,16010,6.84696101240887,1982,04
19,101096,,,,,,,50.72749,5.27314,128,14.3,2.6,8.5,6.95,2.7,0,3.07,2.6,2.84,21672,11.5964038496524,1982,04
20,101096,,,,,,,50.72749,5.27314,128,15.9,3,9.5,8.09,1.7,0,2.88,2.44,2.57,19754,9.8615111999712,1982,04
21,101096,,,,,,,50.72749,5.27314,128,14.1,4,9.1,8.52,2.6,0,2.72,2.38,2.22,15501,6.16255534553623,1982,04
22,101096,,,,,,,50.72749,5.27314,128,16.1,3,9.6,7.99,1.8,0,3.06,2.58,2.81,21537,11.1801582068656,1982,04
23,101096,,,,,,,50.72749,5.27314,128,16.7,4.6,10.7,9.09,4.1,0,2.67,2.35,2.55,13926,4.68107926888415,1982,04
24,101096,,,,,,,50.72749,5.27314,128,13.2,3.8,8.5,7.85,5.4,0.4,3.04,2.72,2.48,14941,5.46112656973164,1982,04
25,101096,,,,,,,50.72749,5.27314,128,14.1,3.9,9,8.39,3.4,0,2.78,2.45,2.29,14743,5.22339487754682,1982,04
26,101096,,,,,,,50.72749,5.27314,128,13,4.9,9,9.96,5.1,0.9,1.62,1.45,1.43,7779,0,1982,04
27,101096,,,,,,,50.72749,5.27314,128,10.4,5.9,8.2,8.82,3.3,0,1.34,1.23,1.27,5528,0,1982,04
28,101096,,,,,,,50.72749,5.27314,128,12,5.7,8.9,8.59,2.3,0,2.44,2.17,1.92,12747,3.36566274551078,1982,04
29,101096,,,,,,,50.72749,5.27314,128,11.8,3.8,7.8,8.72,4.9,0.1,1.6,1.44,1.53,7273,0,1982,04
30,101096,,,,,,,50.72749,5.27314,128,9.7,0.3,5,7.19,5.2,2.6,2.03,1.82,1.56,10947,1.76472414131922,1982,04
01,101096,,,,,,,50.72749,5.27314,128,10.9,3.2,7.1,8.72,4.9,0.6,1.35,1.23,1.23,6075,0,1982,05
02,101096,,,,,,,50.72749,5.27314,128,11.2,1.7,6.5,6.08,5.5,6.3,3.21,2.91,2.56,14921,4.91083286355403,1982,05
03,101096,,,,,,,50.72749,5.27314,128,12.6,6.3,9.5,9.49,6.1,0,1.75,1.63,1.61,5652,0,1982,05
04,101096,,,,,,,50.72749,5.27314,128,11.8,6.1,9,8.02,3.6,8.9,2.86,2.53,2.38,14966,4.8292939690293,1982,05
05,101096,,,,,,,50.72749,5.27314,128,11.9,4.4,8.2,8.56,2.3,7.9,2.37,2.07,1.92,13581,3.64721566755123,1982,05
06,101096,,,,,,,50.72749,5.27314,128,11,4.2,7.6,9.16,2.2,1,1.47,1.32,1.22,7495,0,1982,05
07,101096,,,,,,,50.72749,5.27314,128,11.5,2.7,7.1,7.89,3.8,11.9,2.62,2.3,2.07,15221,4.86877511179389,1982,05
08,101096,,,,,,,50.72749,5.27314,128,11.3,3,7.2,7.92,2.5,1,2.03,1.83,1.6,9560,0.247648621544335,1982,05
09,101096,,,,,,,50.72749,5.27314,128,14.1,4.9,9.5,8.72,2.5,0,3.7,3.21,2.82,21884,10.1291749976268,1982,05
10,101096,,,,,,,50.72749,5.27314,128,14.1,6.5,10.3,10.03,1.6,2.7,2.18,1.94,1.78,10958,1.28740228885659,1982,05
11,101096,,,,,,,50.72749,5.27314,128,16.4,4.2,10.3,8.52,1.7,0,3.65,3.13,3.16,23337,11.1744534140789,1982,05
12,101096,,,,,,,50.72749,5.27314,128,19,6.8,12.9,8.99,2.5,0,4.45,3.84,3.89,25492,12.8403690049174,1982,05
13,101096,,,,,,,50.72749,5.27314,128,21,7.5,14.3,9.79,2.7,0,4.7,4.06,4.2,25652,12.9075781535915,1982,05
14,101096,,,,,,,50.72749,5.27314,128,22.9,7.9,15.4,9.86,2.3,0,4.88,4.21,4.41,26129,13.2292758568845,1982,05
15,101096,,,,,,,50.72749,5.27314,128,26,10.7,18.4,10.66,1.9,0,5.2,4.5,4.77,25949,13.0283029774792,1982,05
16,101096,,,,,,,50.72749,5.27314,128,26.3,14,20.2,14.51,2.3,0,4.7,4.15,4.07,19601,7.92343679020292,1982,05
17,101096,,,,,,,50.72749,5.27314,128,21.9,14,18,16.58,2.3,4.9,3.34,2.97,2.68,13732,3.21567608237546,1982,05
18,101096,,,,,,,50.72749,5.27314,128,22.8,11.8,17.3,16.58,2,10.9,2.84,2.53,2.31,11839,1.67608731357764,1982,05
19,101096,,,,,,,50.72749,5.27314,128,18.9,9.2,14.1,12.57,2.3,4.4,3.59,3.16,2.93,17657,6.24975214765492,1982,05
20,101096,,,,,,,50.72749,5.27314,128,20.1,13.3,16.7,16.34,2.1,5.6,2.27,2.03,1.88,8841,0,1982,05
21,101096,,,,,,,50.72749,5.27314,128,18.8,12.5,15.7,15.07,2.1,0.4,2.83,2.51,2.21,12166,1.83300745558044,1982,05
22,101096,,,,,,,50.72749,5.27314,128,19.4,12.6,16,15.71,4.1,0.6,2.61,2.36,2.07,10012,0.100964770277057,1982,05
23,101096,,,,,,,50.72749,5.27314,128,17.1,10.2,13.7,13.2,3.4,17.4,2.97,2.66,2.16,12525,2.05327781711533,1982,05
24,101096,,,,,,,50.72749,5.27314,128,16.2,9.6,12.9,11.76,3.4,8.8,2.67,2.4,2.19,11219,0.994612873057497,1982,05
25,101096,,,,,,,50.72749,5.27314,128,20.8,9.9,15.4,12.13,2.6,0,4.18,3.7,3.45,18605,6.77845062983487,1982,05
26,101096,,,,,,,50.72749,5.27314,128,25.6,10.9,18.3,12.27,2.4,0,5.8,5.05,5.2,27864,14.0252105602004,1982,05
27,101096,,,,,,,50.72749,5.27314,128,26.3,13.5,19.9,16.51,4.3,0,5.1,4.54,4.37,20057,7.85597969146413,1982,05
28,101096,,,,,,,50.72749,5.27314,128,20.1,10.2,15.2,13.47,2.2,0,3.34,2.96,2.75,15234,4.04032135847266,1982,05
29,101096,,,,,,,50.72749,5.27314,128,19.2,7.4,13.3,10.39,2.3,0,4.83,4.16,4.04,27153,13.3616366054167,1982,05
30,101096,,,,,,,50.72749,5.27314,128,22.2,9.2,15.7,11.33,3.4,0,5.64,4.92,4.78,28292,14.2227334753583,1982,05
31,101096,,,,,,,50.72749,5.27314,128,25.7,11.8,18.8,13.87,2,0,5.79,5.02,5,28376,14.2580432206904,1982,05
01,101096,,,,,,,50.72749,5.27314,128,27.6,16.4,22,19.35,1.8,0,4.99,4.4,4.15,20560,8.11165696621426,1982,06
02,101096,,,,,,,50.72749,5.27314,128,27.7,16.2,22,19.25,1.6,7.3,4.96,4.38,4.05,20421,7.97920403115741,1982,06
03,101096,,,,,,,50.72749,5.27314,128,28.6,15.1,21.9,18.75,1.4,0,5.72,5,4.72,24819,11.3954155358387,1982,06
04,101096,,,,,,,50.72749,5.27314,128,28.8,17.1,23,19.42,1.3,0,5.44,4.79,4.51,22459,9.5285609632275,1982,06
05,101096,,,,,,,50.72749,5.27314,128,27.6,17.3,22.5,20.55,2.1,0,4.29,3.82,3.56,16120,4.5567942949619,1982,06
06,101096,,,,,,,50.72749,5.27314,128,26.5,16.5,21.5,21.19,1.7,0.1,4.22,3.74,3.35,16857,5.11532103254175,1982,06
08,101096,,,,,,,50.72749,5.27314,128,26.1,15.3,20.7,19.15,2.4,2.6,4.1,3.65,3.34,16070,4.47061156341523,1982,06
07,101096,,,,,,,50.72749,5.27314,128,26.6,16.8,21.7,20.52,1.6,0.7,4.26,3.76,3.46,17554,5.64340101092605,1982,06
09,101096,,,,,,,50.72749,5.27314,128,23.6,13,18.3,15.88,2.6,0,5.54,4.85,4.37,25307,11.6623376087196,1982,06
10,101096,,,,,,,50.72749,5.27314,128,23.7,11.2,17.5,14.67,2.3,0,5.43,4.73,4.45,26369,12.4765066349573,1982,06
11,101096,,,,,,,50.72749,5.27314,128,22.6,13.1,17.9,15.37,4.3,0,3.51,3.19,3.01,12076,1.32025772103671,1982,06
12,101096,,,,,,,50.72749,5.27314,128,17.4,9.9,13.7,13.17,3.8,0.4,2.87,2.56,2.17,12542,1.67430546996971,1982,06
13,101096,,,,,,,50.72749,5.27314,128,15.3,9.8,12.6,12.07,4.2,7.9,2.54,2.3,1.95,9985,0,1982,06
14,101096,,,,,,,50.72749,5.27314,128,16.2,8,12.1,10.33,3.5,0.2,3.13,2.81,2.61,13888,2.70793924850475,1982,06
15,101096,,,,,,,50.72749,5.27314,128,16.7,5.7,11.2,9.22,1.9,0,3.71,3.26,3.05,19680,7.21501882218005,1982,06
16,101096,,,,,,,50.72749,5.27314,128,19.5,11.2,15.4,13.07,3.5,1.7,3.96,3.51,3.25,17737,5.69584035551104,1982,06
17,101096,,,,,,,50.72749,5.27314,128,19.9,9.5,14.7,12.37,2.8,0,4.72,4.12,3.83,24068,10.624616968255,1982,06
18,101096,,,,,,,50.72749,5.27314,128,20.3,10.1,15.2,14.04,3.8,0,3.04,2.72,2.57,12580,1.67109041200856,1982,06
19,101096,,,,,,,50.72749,5.27314,128,17.1,12.3,14.7,14.54,5,3.3,2.04,1.85,1.67,7470,0,1982,06
20,101096,,,,,,,50.72749,5.27314,128,18.8,11.1,15,13.74,1.7,8.7,3.36,2.97,2.65,15331,3.81244297591491,1982,06
21,101096,,,,,,,50.72749,5.27314,128,21.5,11.8,16.7,14.84,1.5,0,3.78,3.37,2.86,15933,4.28226221217019,1982,06
22,101096,,,,,,,50.72749,5.27314,128,23,14.4,18.7,18.01,3.5,1.7,3.45,3.08,2.79,13418,2.32402206185594,1982,06
23,101096,,,,,,,50.72749,5.27314,128,20.5,13.4,17,16.28,4.7,5,3.58,3.21,2.66,14089,2.84982550155044,1982,06
24,101096,,,,,,,50.72749,5.27314,128,18.3,12.4,15.4,15.07,3.2,8,2.14,1.92,1.82,8431,0,1982,06
25,101096,,,,,,,50.72749,5.27314,128,23.4,11.4,17.4,15.27,3.5,1.4,4.44,3.94,3.67,18564,6.3484643067232,1982,06
26,101096,,,,,,,50.72749,5.27314,128,22.4,13.3,17.9,15.51,4,1.2,4.97,4.39,3.96,21882,8.94349425254456,1982,06
