DAY,GRID_NO,HUMIDITY_06H,HUMIDITY_09H,HUMIDITY_12H,HUMIDITY_15H,HUMIDITY_18H,SNOWDEPTH,LATITUDE,LONGITUDE,ALTITUDE,TEMPERATURE_MAX,TEMPERATURE_MIN,TEMPERATURE_AVG,VAPOURPRESSURE,WINDSPEED,PRECIPITATION,E0,ES0,ET0,RADIATION,SUNSHINE_CALC,YEAR,MONTH
26,101096,,,,,,,50.72749,5.27314,128,6.6,2.1,4.4,7.85,5,6.2,0.27,0.24,0.41,1316,0,1975,11
27,101096,,,,,,,50.72749,5.27314,128,6.5,2.2,4.4,7.15,8.2,4.7,0.35,0.31,0.61,3842,3.56256051976507,1975,11
28,101096,,,,,,,50.72749,5.27314,128,11.1,3.8,7.5,9.19,7.9,4.4,0.56,0.51,0.78,2192,0.334342029546841,1975,11
29,101096,,,,,,,50.72749,5.27314,128,10.8,2.5,6.7,8.56,2.3,17.6,0.31,0.27,0.55,1429,0,1975,11
30,101096,,,,,,,50.72749,5.27314,128,6.5,1.9,4.2,7.29,2.8,4.7,0.02,0,0.3,3180,2.44448012187345,1975,11
01,101096,,,,,,,50.72749,5.27314,128,5.9,2.4,4.2,6.88,8.3,0,0.44,0.37,0.66,3458,3.07624603165133,1975,12
02,101096,,,,,,,50.72749,5.27314,128,8.5,4.4,6.5,8.82,6.8,2.9,0.42,0.39,0.58,1166,0,1975,12
03,101096,,,,,,,50.72749,5.27314,128,8,2.7,5.4,8.02,2.8,5.2,0.03,0.01,0.28,3019,2.2888180925209,1975,12
04,101096,,,,,,,50.72749,5.27314,128,5.9,0.9,3.4,7.05,4.7,0,0.06,0.03,0.3,2988,2.27669868299363,1975,12
05,101096,,,,,,,50.72749,5.27314,128,5.2,2.2,3.7,7.75,4.3,0.3,0.07,0.05,0.28,862,0,1975,12
06,101096,,,,,,,50.72749,5.27314,128,8.3,4.4,6.4,8.56,2.9,2.6,0.25,0.22,0.42,1698,0,1975,12
07,101096,,,,,,,50.72749,5.27314,128,7.3,2.5,4.9,7.82,3.5,0.4,0.36,0.33,0.41,1726,0,1975,12
08,101096,,,,,,,50.72749,5.27314,128,6.6,3.3,5,7.45,1.9,0.6,0.26,0.22,0.34,1987,0.320349650164958,1975,12
09,101096,,,,,,,50.72749,5.27314,128,6.6,0.5,3.6,7.12,1.6,0,0,0,0.03,3726,4.08386781355716,1975,12
10,101096,,,,,,,50.72749,5.27314,128,4.2,-0.6,1.8,6.22,1.2,0.1,0.13,0.1,0.28,1220,0,1975,12
11,101096,,,,,,,50.72749,5.27314,128,4.5,0,2.3,6.05,2.6,0,0,0,0.2,3388,3.43387163232499,1975,12
12,101096,,,,,,,50.72749,5.27314,128,3,-1.6,0.7,5.75,2.1,0,0.22,0.19,0.28,1597,0,1975,12
13,101096,,,,,,,50.72749,5.27314,128,3.3,-1.7,0.8,5.65,3.9,1.9,0.07,0.05,0.34,2230,0.972136411192618,1975,12
14,101096,,,,,,,50.72749,5.27314,128,1,-5,-2,4.68,1.5,0.3,0,0,0,4848,6.71243817963557,1975,12
15,101096,,,,,,,50.72749,5.27314,128,-0.7,-6.4,-3.6,4.21,1.9,0,0,0,0,4809,6.65651361488974,1975,12
16,101096,,,,,,,50.72749,5.27314,128,-1.9,-7.6,-4.8,4.11,1.8,0,0.08,0.07,0.09,2261,1.08851525245708,1975,12
17,101096,,,,,,,50.72749,5.27314,128,-0.3,-6,-3.2,4.58,3.9,0.1,0.09,0.08,0.25,1133,0,1975,12
18,101096,,,,,,,50.72749,5.27314,128,0.1,-6,-3,4.28,1.4,0,0,0,0,4553,6.15116729855093,1975,12
19,101096,,,,,,,50.72749,5.27314,128,0.9,-6.7,-2.9,3.14,1.6,0,0.33,0.31,0.47,1228,0,1975,12
20,101096,,,,,,,50.72749,5.27314,128,1.9,-1,0.5,6.08,2.4,0.4,0.1,0.07,0.19,1338,0,1975,12
21,101096,,,,,,,50.72749,5.27314,128,3.6,1.2,2.4,7.05,3.5,0,0.06,0.06,0.26,891,0,1975,12
22,101096,,,,,,,50.72749,5.27314,128,4.8,2.6,3.7,7.02,3.3,0,0.25,0.23,0.44,1114,0,1975,12
23,101096,,,,,,,50.72749,5.27314,128,5.3,3.3,4.3,7.09,4.4,0,0.41,0.39,0.57,1235,0,1975,12
24,101096,,,,,,,50.72749,5.27314,128,4.9,2.1,3.5,6.88,6.1,0,0.34,0.32,0.56,863,0,1975,12
25,101096,,,,,,,50.72749,5.27314,128,4.8,1.3,3.1,7.25,4.4,2.6,0.12,0.1,0.33,847,0,1975,12
26,101096,,,,,,,50.72749,5.27314,128,6.6,1.9,4.3,7.89,4.3,3.5,0.14,0.12,0.31,1222,0,1975,12
27,101096,,,,,,,50.72749,5.27314,128,6.4,4,5.2,7.75,4.5,0.2,0.36,0.34,0.57,1030,0,1975,12
28,101096,,,,,,,50.72749,5.27314,128,5.4,2.7,4.1,7.12,3.8,0,0.27,0.25,0.53,906,0,1975,12
29,101096,,,,,,,50.72749,5.27314,128,4.1,1.4,2.8,6.32,4.1,0,0.38,0.35,0.48,1863,0.146439006070347,1975,12
30,101096,,,,,,,50.72749,5.27314,128,4.3,1.2,2.8,6.32,5.7,0,0.44,0.41,0.54,1932,0.273556935346295,1975,12
31,101096,,,,,,,50.72749,5.27314,128,4.9,1.7,3.3,6.68,8.2,0,0.72,0.69,0.66,1702,0,1975,12
15,101096,,,,,,,50.72749,5.27314,128,14.6,9.5,12.1,8.46,9,0,2.38,2.31,2.64,3207,2.12718629715016,1975,01
16,101096,,,,,,,50.72749,5.27314,128,13.7,9.2,11.5,9.49,9.5,0,2.2,2.16,2.16,1657,0,1975,01
17,101096,,,,,,,50.72749,5.27314,128,10.6,5.5,8.1,8.49,7.9,1,1.01,0.97,1.23,1994,0,1975,01
18,101096,,,,,,,50.72749,5.27314,128,9.7,3,6.4,8.19,4.6,5.5,0.2,0.16,0.65,2789,1.1095350888296,1975,01
19,101096,,,,,,,50.72749,5.27314,128,7.3,2.6,5,7.72,3.7,0.8,0.29,0.25,0.46,2364,0.242441188967657,1975,01
20,101096,,,,,,,50.72749,5.27314,128,6.7,1,3.9,6.52,6.5,0,0.34,0.25,0.71,4554,4.24366556196053,1975,01
21,101096,,,,,,,50.72749,5.27314,128,6,2.9,4.5,7.32,6.4,0.5,0.26,0.21,0.58,2596,0.540470762049475,1975,01
22,101096,,,,,,,50.72749,5.27314,128,7.5,2.8,5.2,7.75,9.6,1.2,0.78,0.75,0.74,1811,0,1975,01
23,101096,,,,,,,50.72749,5.27314,128,8.4,4,6.2,7.45,6.9,3.4,0.7,0.62,0.98,3954,2.84607449659003,1975,01
24,101096,,,,,,,50.72749,5.27314,128,8.1,4.1,6.1,7.79,5.7,4.8,0.2,0.13,0.69,4689,4.05985482145588,1975,01
25,101096,,,,,,,50.72749,5.27314,128,10.2,4.6,7.4,8.32,7.3,0,0.89,0.86,1.11,1457,0,1975,01
26,101096,,,,,,,50.72749,5.27314,128,8.7,1,4.9,6.72,5,3.9,0.12,0.04,0.78,5852,5.86789360057787,1975,01
27,101096,,,,,,,50.72749,5.27314,128,10.2,2.1,6.2,8.32,7.6,2,0.64,0.6,0.81,1707,0,1975,01
28,101096,,,,,,,50.72749,5.27314,128,7.7,2.3,5,8.22,5.8,5.2,0.3,0.27,0.45,1559,0,1975,01
29,101096,,,,,,,50.72749,5.27314,128,7.1,2.4,4.8,7.45,3.9,6.4,0.47,0.44,0.58,2731,0.196134693919072,1975,01
30,101096,,,,,,,50.72749,5.27314,128,11.3,5.3,8.3,10.36,4.5,3.9,0.33,0.3,0.52,1668,0,1975,01
31,101096,,,,,,,50.72749,5.27314,128,12,7.3,9.7,9.86,5.1,0.2,0.89,0.82,0.96,3109,0.669306603274843,1975,01
01,101096,,,,,,,50.72749,5.27314,128,9.7,2.6,6.2,7.62,2.1,7.5,0.11,0.05,0.5,5955,5.23737946540667,1975,02
02,101096,,,,,,,50.72749,5.27314,128,8.6,2.8,5.7,8.86,2,0,0.19,0.16,0.4,1632,0,1975,02
03,101096,,,,,,,50.72749,5.27314,128,8.1,3.7,5.9,7.49,5.4,0,0.59,0.5,0.85,4786,3.10096039490532,1975,02
04,101096,,,,,,,50.72749,5.27314,128,6.4,0.3,3.4,5.48,4.7,0,0.41,0.33,0.94,6431,5.58777875703947,1975,02
05,101096,,,,,,,50.72749,5.27314,128,4.9,-2.3,1.3,5.21,2.9,0,0.01,0,0.49,7046,6.40749140096634,1975,02
06,101096,,,,,,,50.72749,5.27314,128,7.3,-1.1,3.1,5.41,2.4,0,0.09,0.02,0.66,7433,6.85420042853629,1975,02
07,101096,,,,,,,50.72749,5.27314,128,8.8,-2.1,3.4,5.65,2.4,0,0.04,0,0.62,7458,6.73550140619627,1975,02
08,101096,,,,,,,50.72749,5.27314,128,8.5,-2.5,3,6.22,1.9,0,0.14,0.06,0.47,6966,5.83622733130766,1975,02
09,101096,,,,,,,50.72749,5.27314,128,8,-2.1,3,4.88,2.1,0,0.09,0.03,0.72,8340,7.7415645705319,1975,02
10,101096,,,,,,,50.72749,5.27314,128,12.3,1.3,6.8,7.55,3.6,0,0.46,0.31,1.05,6941,5.50729773078968,1975,02
11,101096,,,,,,,50.72749,5.27314,128,12.1,5.4,8.8,8.56,3.2,0,0.86,0.76,1.01,4695,2.08414464776462,1975,02
12,101096,,,,,,,50.72749,5.27314,128,11.7,6.8,9.3,9.66,4.4,1,0.77,0.68,0.95,3954,0.908500856712955,1975,02
13,101096,,,,,,,50.72749,5.27314,128,8.7,4.4,6.6,8.32,5.9,0.1,0.7,0.64,0.83,3334,0,1975,02
14,101096,,,,,,,50.72749,5.27314,128,5.4,1.6,3.5,6.88,2.7,1.4,0.3,0.27,0.55,1537,0,1975,02
15,101096,,,,,,,50.72749,5.27314,128,3.7,-1.6,1.1,5.78,2.6,0.7,0.46,0.39,0.47,4521,1.42317509094873,1975,02
16,101096,,,,,,,50.72749,5.27314,128,4.7,-4.1,0.3,4.08,3.3,0,0.54,0.39,0.92,9046,7.57182855974661,1975,02
17,101096,,,,,,,50.72749,5.27314,128,6.7,-3.4,1.7,5.01,5.1,0,0.97,0.89,1.13,4765,1.55813779547603,1975,02
18,101096,,,,,,,50.72749,5.27314,128,7.2,3.2,5.2,8.82,3.1,1.3,0.16,0.13,0.34,1714,0,1975,02
19,101096,,,,,,,50.72749,5.27314,128,7,0.5,3.8,6.82,3.8,13.5,0.65,0.58,0.71,4023,0.36495537209606,1975,02
20,101096,,,,,,,50.72749,5.27314,128,6.7,-1.3,2.7,5.85,3.3,0.2,0.51,0.33,0.8,9820,7.93837279182956,1975,02
21,101096,,,,,,,50.72749,5.27314,128,8.7,-1.5,3.6,4.78,4,0,0.88,0.69,1.42,10442,8.58182355531534,1975,02
22,101096,,,,,,,50.72749,5.27314,128,9.2,-1.9,3.7,5.38,2.7,0,0.61,0.44,1.08,9496,7.18179936304992,1975,02
23,101096,,,,,,,50.72749,5.27314,128,10.5,1,5.8,6.58,1.6,0,0.42,0.22,0.91,10175,7.89013023207966,1975,02
24,101096,,,,,,,50.72749,5.27314,128,10,-0.5,4.8,6.82,2.5,0,0.69,0.54,0.89,8199,5.21960264740032,1975,02
25,101096,,,,,,,50.72749,5.27314,128,9,0.2,4.6,6.92,4.1,0,0.6,0.42,0.95,9425,6.61711483579434,1975,02
26,101096,,,,,,,50.72749,5.27314,128,9.9,-0.5,4.7,5.75,3.3,0,0.84,0.62,1.31,11057,8.48860402098129,1975,02
27,101096,,,,,,,50.72749,5.27314,128,10.9,-0.8,5.1,4.61,2.9,0,0.93,0.7,1.57,11453,8.80330723479357,1975,02
28,101096,,,,,,,50.72749,5.27314,128,12.6,-0.7,6,5.85,2.1,0,0.89,0.7,1.31,9949,6.80130506568084,1975,02
01,101096,,,,,,,50.72749,5.27314,128,13.8,1.2,7.5,6.95,3.8,0,1.44,1.29,1.68,7424,3.60993699274548,1975,03
02,101096,,,,,,,50.72749,5.27314,128,14.4,6.4,10.4,9.36,5.9,0,1.67,1.51,1.77,7193,3.21428188585618,1975,03
03,101096,,,,,,,50.72749,5.27314,128,13.4,6.5,10,9.39,4.6,1.8,1.54,1.4,1.45,6414,2.17919979457823,1975,03
04,101096,,,,,,,50.72749,5.27314,128,11.9,6.8,9.4,9.63,4.5,0.5,1.24,1.14,1.16,4666,0.0314166482476776,1975,03
05,101096,,,,,,,50.72749,5.27314,128,11,6.1,8.6,9.22,4.5,0,1.16,1.06,1.08,4688,0,1975,03
06,101096,,,,,,,50.72749,5.27314,128,9.7,6.1,7.9,9.19,4.5,1,0.92,0.84,0.89,3774,0,1975,03
07,101096,,,,,,,50.72749,5.27314,128,10.4,6.2,8.3,9.63,5.1,0.9,0.82,0.75,0.89,3407,0,1975,03
08,101096,,,,,,,50.72749,5.27314,128,10.7,4.9,7.8,8.02,4.3,11.2,1.52,1.35,1.4,7899,3.33692125558083,1975,03
09,101096,,,,,,,50.72749,5.27314,128,10.2,5.6,7.9,8.86,3.3,0,0.9,0.82,0.95,3831,0,1975,03
10,101096,,,,,,,50.72749,5.27314,128,9,5.4,7.2,8.66,2.3,2.3,1.02,0.9,0.88,5497,0.457972655308634,1975,03
11,101096,,,,,,,50.72749,5.27314,128,7.4,4.5,6,8.69,1.8,1.8,0.53,0.47,0.59,3308,0,1975,03
12,101096,,,,,,,50.72749,5.27314,128,6.5,4.4,5.5,8.39,4.5,0.6,0.42,0.37,0.55,2389,0,1975,03
13,101096,,,,,,,50.72749,5.27314,128,6.6,3.9,5.3,8.26,3.4,0.3,0.51,0.45,0.58,2971,0,1975,03
14,101096,,,,,,,50.72749,5.27314,128,5.5,3.6,4.6,7.85,1.6,0.1,0.34,0.29,0.54,2419,0,1975,03
15,101096,,,,,,,50.72749,5.27314,128,5.5,3,4.3,7.85,2.7,0.2,0.39,0.34,0.51,2707,0,1975,03
16,101096,,,,,,,50.72749,5.27314,128,5.6,0.1,2.9,6.22,2.6,5.1,1.05,0.91,0.9,7695,2.26188447399818,1975,03
17,101096,,,,,,,50.72749,5.27314,128,4.3,-2.2,1.1,6.15,4.6,0.3,0.86,0.74,0.64,6925,1.36213450798037,1975,03
18,101096,,,,,,,50.72749,5.27314,128,2.5,-2.4,0.1,5.31,7.4,7.2,1.2,1.07,0.8,7512,1.87752148700053,1975,03
19,101096,,,,,,,50.72749,5.27314,128,4.3,-1.1,1.6,6.52,6.2,2.4,0.39,0.35,0.49,2406,0,1975,03
21,101096,,,,,,,50.72749,5.27314,128,9.3,1.9,5.6,6.99,2.6,0,1.42,1.21,1.31,10528,4.64145659718622,1975,03
20,101096,,,,,,,50.72749,5.27314,128,6.3,1.1,3.7,6.55,2.8,11.4,1.26,1.09,1.01,8830,3.03039287932393,1975,03
22,101096,,,,,,,50.72749,5.27314,128,7.5,1.2,4.4,7.15,3.6,0,0.85,0.77,0.86,4301,0,1975,03
23,101096,,,,,,,50.72749,5.27314,128,8.1,-0.3,3.9,5.48,2.4,7.1,1.55,1.29,1.59,14397,8.26247430267852,1975,03
24,101096,,,,,,,50.72749,5.27314,128,7.8,0.3,4.1,7.22,4.6,1.5,1.08,0.95,0.96,7207,1.03440856065256,1975,03
25,101096,,,,,,,50.72749,5.27314,128,6.2,0.2,3.2,6.05,4.8,4.5,1.47,1.32,1.18,8333,2.05376140452592,1975,03
26,101096,,,,,,,50.72749,5.27314,128,6.3,1.2,3.8,7.49,4,0.3,0.45,0.4,0.57,2821,0,1975,03
27,101096,,,,,,,50.72749,5.27314,128,5.6,-0.5,2.6,7.02,3.5,8.5,0.64,0.57,0.58,4390,0,1975,03
28,101096,,,,,,,50.72749,5.27314,128,3.9,-0.5,1.7,6.28,3.3,17,0.92,0.81,0.72,5858,0,1975,03
29,101096,,,,,,,50.72749,5.27314,128,5.8,-0.1,2.9,5.88,4.5,3,1.67,1.43,1.42,13321,6.45714209716079,1975,03
30,101096,,,,,,,50.72749,5.27314,128,6.7,0,3.4,6.82,2.4,2.4,1.19,1.05,0.95,8084,1.38357771026464,1975,03
31,101096,,,,,,,50.72749,5.27314,128,6.5,-1,2.8,5.68,2.1,1.3,1.47,1.26,1.29,12022,5.00765721939706,1975,03
01,101096,,,,,,,50.72749,5.27314,128,7.7,1.3,4.5,6.65,2.6,0.3,1.43,1.25,1.23,9414,2.46620645294802,1975,04
02,101096,,,,,,,50.72749,5.27314,128,5.3,0.9,3.1,7.29,4,2.6,0.45,0.39,0.54,3006,0,1975,04
03,101096,,,,,,,50.72749,5.27314,128,5.8,0.2,3,6.35,1.9,15.5,1.26,1.1,1.05,8574,1.51947285330641,1975,04
04,101096,,,,,,,50.72749,5.27314,128,6.8,0.1,3.5,6.99,2.7,0.2,1.23,1.07,0.99,8407,1.28746277131402,1975,04
05,101096,,,,,,,50.72749,5.27314,128,6.7,-1.3,2.7,5.68,2.5,0.1,1.69,1.42,1.54,14953,7.18924920757705,1975,04
06,101096,,,,,,,50.72749,5.27314,128,5.4,0.4,2.9,7.15,1.7,3.9,0.67,0.59,0.66,4760,0,1975,04
07,101096,,,,,,,50.72749,5.27314,128,6.3,0.2,3.3,5.95,6.3,3.1,1.92,1.75,1.41,9320,1.8866412967738,1975,04
08,101096,,,,,,,50.72749,5.27314,128,7.6,0.7,4.2,6.42,5.9,1.3,2.03,1.77,1.62,13199,5.29464943205394,1975,04
09,101096,,,,,,,50.72749,5.27314,128,6.7,0.4,3.6,6.82,3.3,0.4,1.19,1.06,1.01,7115,0,1975,04
10,101096,,,,,,,50.72749,5.27314,128,5,-1,2,5.68,3.1,4,1.64,1.42,1.28,12703,4.66785821748741,1975,04
11,101096,,,,,,,50.72749,5.27314,128,6.5,0.7,3.6,7.12,3.3,0.2,0.79,0.71,0.77,4409,0,1975,04
12,101096,,,,,,,50.72749,5.27314,128,8.4,3.6,6,8.86,3.8,1.3,0.65,0.58,0.67,3833,0,1975,04
13,101096,,,,,,,50.72749,5.27314,128,11.4,5.2,8.3,9.09,3,0.7,1.7,1.53,1.36,7906,0.204973281737254,1975,04
14,101096,,,,,,,50.72749,5.27314,128,14.4,9.3,11.9,12.13,5,2.2,1.49,1.36,1.3,5557,0,1975,04
15,101096,,,,,,,50.72749,5.27314,128,12.8,7,9.9,10.23,4.1,6.5,1.9,1.69,1.54,9153,1.16196982903685,1975,04
16,101096,,,,,,,50.72749,5.27314,128,10,5.3,7.7,9.22,2.6,4.2,0.85,0.76,0.91,4171,0,1975,04
17,101096,,,,,,,50.72749,5.27314,128,10.8,4.3,7.6,8.86,2.7,1.2,1.7,1.52,1.29,8565,0.524576422556089,1975,04
18,101096,,,,,,,50.72749,5.27314,128,16,9.5,12.8,12.13,2.9,3.4,2.23,1.97,1.81,10838,2.41197861522654,1975,04
19,101096,,,,,,,50.72749,5.27314,128,16.8,10.6,13.7,12.93,2.8,3.1,1.24,1.13,1.35,4437,0,1975,04
20,101096,,,,,,,50.72749,5.27314,128,15,7.6,11.3,10.06,2.2,2.9,2.64,2.32,2.14,13572,4.60233838273401,1975,04
22,101096,,,,,,,50.72749,5.27314,128,19.8,8.1,14,9.99,2.6,0,3.58,3.06,3.39,21302,10.9817299680295,1975,04
21,101096,,,,,,,50.72749,5.27314,128,16.9,5.3,11.1,9.32,1.5,0,2.87,2.4,2.71,20162,10.1127400811736,1975,04
23,101096,,,,,,,50.72749,5.27314,128,19.3,8.1,13.7,12.33,3.9,0,3.09,2.69,2.69,16427,6.78531055424054,1975,04
24,101096,,,,,,,50.72749,5.27314,128,15.5,6.3,10.9,11,3.2,0,2.29,2.03,1.84,11459,2.54169055950545,1975,04
25,101096,,,,,,,50.72749,5.27314,128,15.2,4.6,9.9,8.79,3.9,0,3.37,2.93,2.81,19830,9.47416843213176,1975,04
26,101096,,,,,,,50.72749,5.27314,128,12.7,6.8,9.8,9.86,2.3,0,1.47,1.33,1.33,6436,0,1975,04
27,101096,,,,,,,50.72749,5.27314,128,14.6,3.6,9.1,8.76,1.6,0,3.14,2.68,2.65,21318,10.5436923582579,1975,04
28,101096,,,,,,,50.72749,5.27314,128,20.1,6.5,13.3,9.76,2.7,0,3.9,3.35,3.6,22738,11.6353807836957,1975,04
29,101096,,,,,,,50.72749,5.27314,128,23.4,11.8,17.6,10.96,4.2,0,4.67,4.14,4.47,19895,9.20413195770788,1975,04
30,101096,,,,,,,50.72749,5.27314,128,17.8,5.5,11.7,9.32,3.6,3.7,3.38,2.98,2.97,16947,6.7021390203552,1975,04
01,101096,,,,,,,50.72749,5.27314,128,15.9,4.1,10,7.25,3.9,0,3.8,3.33,3.42,20817,9.81053900278892,1975,05
02,101096,,,,,,,50.72749,5.27314,128,16.9,6.6,11.8,10.13,3.4,0,3.24,2.89,2.59,15190,5.13099063973216,1975,05
03,101096,,,,,,,50.72749,5.27314,128,13.5,3.4,8.5,8.92,4.4,9.8,2.6,2.29,2.09,14122,4.1987726272707,1975,05
04,101096,,,,,,,50.72749,5.27314,128,11.8,4,7.9,8.39,4.7,0.9,2.62,2.32,2.04,14667,4.58582280176275,1975,05
05,101096,,,,,,,50.72749,5.27314,128,14.8,5.6,10.2,8.89,7,2.4,3.94,3.52,2.98,18705,7.8095932058699,1975,05
06,101096,,,,,,,50.72749,5.27314,128,16.6,7.4,12,10.36,5.6,0,2.99,2.74,2.43,10671,1.23583805591055,1975,05
07,101096,,,,,,,50.72749,5.27314,128,17.9,9.2,13.6,11.56,3.7,2.9,3.01,2.66,2.65,14117,3.9760304854735,1975,05
08,101096,,,,,,,50.72749,5.27314,128,17.2,5.8,11.5,10.06,2.6,0,3.21,2.82,2.67,16872,6.14779429409111,1975,05
09,101096,,,,,,,50.72749,5.27314,128,17.9,7.7,12.8,11.53,3.3,0,2.78,2.45,2.43,13556,3.42304979200186,1975,05
10,101096,,,,,,,50.72749,5.27314,128,16.6,8.5,12.6,11.23,4.1,0.2,2.93,2.63,2.38,12665,2.65924439600167,1975,05
11,101096,,,,,,,50.72749,5.27314,128,16.7,6.7,11.7,11.1,3.1,0,3.02,2.64,2.47,15827,5.15045631550858,1975,05
12,101096,,,,,,,50.72749,5.27314,128,15.2,3,9.1,7.92,2.6,0.6,3.38,2.92,2.94,20784,9.07082093310196,1975,05
13,101096,,,,,,,50.72749,5.27314,128,17.4,6.7,12.1,9.69,3.2,0,3.28,2.96,2.72,13843,3.46898998827549,1975,05
15,101096,,,,,,,50.72749,5.27314,128,17.7,8.5,13.1,11.4,1.9,0.1,2.89,2.57,2.34,13065,2.7641517578418,1975,05
14,101096,,,,,,,50.72749,5.27314,128,16.5,9.8,13.2,11.23,2.3,0.9,3.25,2.87,2.63,15881,5.05204155211211,1975,05
16,101096,,,,,,,50.72749,5.27314,128,19.4,8.8,14.1,12.8,2.4,0,3.45,3.01,2.87,17847,6.52823261690847,1975,05
17,101096,,,,,,,50.72749,5.27314,128,22.3,11.3,16.8,13.34,2.7,0,4.44,3.9,3.82,20693,8.74466574980355,1975,05
01,101096,,,,,,,50.72749,5.27314,128,7.5,5.3,6.4,9.02,3.5,1.7,0.19,0.16,0.35,1231,0,1975,01
02,101096,,,,,,,50.72749,5.27314,128,7.3,2.6,5,7.92,1.3,0,0.12,0.1,0.22,1999,0.335351229210857,1975,01
03,101096,,,,,,,50.72749,5.27314,128,5.7,0.6,3.2,6.78,2.4,0,0.21,0.18,0.4,1316,0,1975,01
04,101096,,,,,,,50.72749,5.27314,128,5.3,0.9,3.1,7.12,4.3,0,0.24,0.21,0.31,1654,0,1975,01
05,101096,,,,,,,50.72749,5.27314,128,7,3.4,5.2,8.42,6.1,0,0.17,0.15,0.38,885,0,1975,01
06,101096,,,,,,,50.72749,5.27314,128,9.2,5.5,7.4,9.46,7.2,0.6,0.28,0.27,0.55,811,0,1975,01
07,101096,,,,,,,50.72749,5.27314,128,7.8,4.5,6.2,8.92,4.1,5.3,0.16,0.13,0.32,1469,0,1975,01
08,101096,,,,,,,50.72749,5.27314,128,6.7,2.2,4.5,7.22,2.9,5.7,0.01,0,0.34,3271,2.72926630778888,1975,01
09,101096,,,,,,,50.72749,5.27314,128,7.4,0.7,4.1,7.55,4.7,0.2,0.21,0.19,0.46,1115,0,1975,01
10,101096,,,,,,,50.72749,5.27314,128,8.3,5.4,6.9,7.59,4.2,0.1,0.74,0.71,0.92,1521,0,1975,01
11,101096,,,,,,,50.72749,5.27314,128,8.6,4,6.3,8.19,5.7,0,0.44,0.41,0.7,1749,0,1975,01
12,101096,,,,,,,50.72749,5.27314,128,10,5.2,7.6,8.32,6.1,0,0.5,0.42,0.86,3784,3.49154245251374,1975,01
13,101096,,,,,,,50.72749,5.27314,128,10.4,5.6,8,8.72,6.6,0,0.13,0.06,0.8,4655,5.13643975954958,1975,01
14,101096,,,,,,,50.72749,5.27314,128,12.7,6.6,9.7,7.52,8.9,0,1.47,1.37,2.14,4404,4.54863537447025,1975,01
01,101096,,,,,,,50.72749,5.27314,128,7.6,3.3,5.5,8.42,5.6,9.6,0.36,0.32,0.37,1907,0.168128677140222,1976,01
02,101096,,,,,,,50.72749,5.27314,128,10.6,4.1,7.4,9.19,8.1,7.4,0.6,0.57,0.71,1472,0,1976,01
03,101096,,,,,,,50.72749,5.27314,128,11.5,2.6,7.1,7.19,8.7,1.6,1.26,1.22,1.64,2528,1.42546641436254,1976,01
04,101096,,,,,,,50.72749,5.27314,128,5.3,1,3.2,6.32,4.6,1.2,0.43,0.38,0.53,2588,1.51172353857167,1976,01
05,101096,,,,,,,50.72749,5.27314,128,8.2,1.5,4.9,8.39,6.7,0.7,0.14,0.13,0.39,762,0,1976,01
06,101096,,,,,,,50.72749,5.27314,128,8.9,5.9,7.4,9.56,4.6,6.4,0.24,0.22,0.43,1191,0,1976,01
07,101096,,,,,,,50.72749,5.27314,128,9.1,6.9,8,9.49,5.6,0.5,0.48,0.45,0.62,1276,0,1976,01
08,101096,,,,,,,50.72749,5.27314,128,8.4,5.1,6.8,8.46,5.9,0,0.57,0.55,0.79,1058,0,1976,01
09,101096,,,,,,,50.72749,5.27314,128,6.4,4.8,5.6,7.99,6,0,0.5,0.48,0.63,1271,0,1976,01
10,101096,,,,,,,50.72749,5.27314,128,7.8,3.8,5.8,8.86,6.9,2.6,0.16,0.14,0.38,884,0,1976,01
11,101096,,,,,,,50.72749,5.27314,128,10.9,7.4,9.2,10.7,5.6,4.4,0.25,0.23,0.54,891,0,1976,01
12,101096,,,,,,,50.72749,5.27314,128,10.3,7.6,9,10.03,5.5,0.6,0.5,0.47,0.68,1432,0,1976,01
13,101096,,,,,,,50.72749,5.27314,128,9.2,6.8,8,10.19,4.4,1,0.14,0.12,0.42,816,0,1976,01
14,101096,,,,,,,50.72749,5.27314,128,8.3,6.2,7.3,8.99,7,2.3,0.48,0.46,0.68,1024,0,1976,01
15,101096,,,,,,,50.72749,5.27314,128,7.5,3.9,5.7,7.89,4.2,2.1,0.2,0.14,0.52,2926,1.58059809250298,1976,01
16,101096,,,,,,,50.72749,5.27314,128,6.8,4.6,5.7,8.72,3.7,2.5,0.13,0.11,0.32,1223,0,1976,01
17,101096,,,,,,,50.72749,5.27314,128,6.9,3.7,5.3,7.89,2.7,2.5,0.23,0.18,0.4,2565,0.751059643985407,1976,01
18,101096,,,,,,,50.72749,5.27314,128,5.9,0.6,3.3,6.75,4.2,0,0.42,0.38,0.5,2321,0.22390412018195,1976,01
19,101096,,,,,,,50.72749,5.27314,128,6,1.3,3.7,6.88,7,0.9,0.5,0.44,0.58,3312,2.01932265414578,1976,01
20,101096,,,,,,,50.72749,5.27314,128,8.4,4.3,6.4,8.32,9.6,1.9,0.73,0.71,0.87,900,0,1976,01
21,101096,,,,,,,50.72749,5.27314,128,8.5,4.1,6.3,7.05,8.3,13.7,1.37,1.32,1.35,2027,0,1976,01
